warehouse_id,month,category,stock_units,reorder_point,stockout_flag
WH-09,2023-02-01,Industrial Parts,1137,209,False
WH-09,2023-02-01,Perishables,6430,1196,False
WH-10,2023-02-01,Electronics,4634,882,False
WH-10,2023-02-01,Apparel,2925,550,False
WH-10,2023-02-01,Home Goods,5682,1022,False
WH-10,2023-02-01,Industrial Parts,2875,556,False
WH-10,2023-02-01,Perishables,2434,495,False
WH-11,2023-02-01,Electronics,6337,1193,False
WH-11,2023-02-01,Apparel,6377,1206,False
WH-11,2023-02-01,Home Goods,3147,640,False
WH-11,2023-02-01,Industrial Parts,2112,345,False
WH-11,2023-02-01,Perishables,1477,261,False
WH-12,2023-02-01,Electronics,6177,1178,False
WH-12,2023-02-01,Apparel,5336,938,False
WH-12,2023-02-01,Home Goods,5593,1089,False
WH-12,2023-02-01,Industrial Parts,1893,343,False
WH-12,2023-02-01,Perishables,3107,542,False
WH-01,2023-03-01,Electronics,4261,945,False
WH-01,2023-03-01,Apparel,2601,587,False
WH-01,2023-03-01,Home Goods,1179,241,False
WH-01,2023-03-01,Industrial Parts,3964,852,False
WH-01,2023-03-01,Perishables,1022,288,False
WH-02,2023-03-01,Electronics,5077,1127,False
WH-02,2023-03-01,Apparel,1041,250,False
WH-02,2023-03-01,Home Goods,4332,992,False
WH-02,2023-03-01,Industrial Parts,3695,831,False
WH-02,2023-03-01,Perishables,4903,1194,False
WH-03,2023-03-01,Electronics,4672,1050,False
WH-03,2023-03-01,Apparel,4303,1024,False
WH-03,2023-03-01,Home Goods,3050,695,False
WH-03,2023-03-01,Industrial Parts,3510,744,False
WH-03,2023-03-01,Perishables,1773,386,False
WH-04,2023-03-01,Electronics,4519,1057,False
WH-04,2023-03-01,Apparel,885,183,False
WH-04,2023-03-01,Home Goods,3832,817,False
WH-04,2023-03-01,Industrial Parts,1340,382,False
WH-04,2023-03-01,Perishables,3926,896,False
WH-05,2023-03-01,Electronics,3435,797,False
WH-05,2023-03-01,Apparel,524,132,False
WH-05,2023-03-01,Home Goods,3158,738,False
WH-05,2023-03-01,Industrial Parts,4672,1014,False
WH-05,2023-03-01,Perishables,3273,688,False
WH-06,2023-03-01,Electronics,2034,405,False
WH-06,2023-03-01,Apparel,1959,451,False
WH-06,2023-03-01,Home Goods,5289,1219,False
WH-06,2023-03-01,Industrial Parts,3970,855,False
WH-06,2023-03-01,Perishables,685,154,False
WH-07,2023-03-01,Electronics,1868,358,False
WH-07,2023-03-01,Apparel,3789,873,False
WH-07,2023-03-01,Home Goods,2562,556,False
WH-07,2023-03-01,Industrial Parts,4920,1103,False
WH-07,2023-03-01,Perishables,5554,1234,False
WH-08,2023-03-01,Electronics,5253,1156,False
WH-08,2023-03-01,Apparel,2953,743,False
WH-08,2023-03-01,Home Goods,4760,1039,False
WH-08,2023-03-01,Industrial Parts,3745,832,False
WH-08,2023-03-01,Perishables,4639,1036,False
WH-09,2023-03-01,Electronics,4590,982,False
WH-09,2023-03-01,Apparel,2691,630,False
WH-09,2023-03-01,Home Goods,3220,778,False
WH-09,2023-03-01,Industrial Parts,4271,954,False
WH-09,2023-03-01,Perishables,3653,799,False
WH-10,2023-03-01,Electronics,4268,991,False
WH-10,2023-03-01,Apparel,1007,212,False
WH-10,2023-03-01,Home Goods,1829,419,False
WH-10,2023-03-01,Industrial Parts,5012,1101,False
WH-10,2023-03-01,Perishables,4632,1072,False
WH-11,2023-03-01,Electronics,1476,353,False
WH-11,2023-03-01,Apparel,565,172,False
WH-11,2023-03-01,Home Goods,4939,1084,False
WH-11,2023-03-01,Industrial Parts,4668,1064,False
WH-11,2023-03-01,Perishables,3239,675,False
WH-12,2023-03-01,Electronics,2878,604,False
WH-12,2023-03-01,Apparel,5020,1173,False
WH-12,2023-03-01,Home Goods,4868,1091,False
WH-12,2023-03-01,Industrial Parts,2563,605,False
WH-12,2023-03-01,Perishables,849,234,False
WH-01,2023-04-01,Electronics,3923,947,False
WH-01,2023-04-01,Apparel,2066,553,False
WH-01,2023-04-01,Home Goods,3840,977,False
WH-01,2023-04-01,Industrial Parts,4008,963,False
WH-01,2023-04-01,Perishables,2780,749,False
WH-02,2023-04-01,Electronics,2337,521,False
WH-02,2023-04-01,Apparel,1146,306,False
WH-02,2023-04-01,Home Goods,5559,1244,False
WH-02,2023-04-01,Industrial Parts,1093,278,False
WH-02,2023-04-01,Perishables,1798,465,False
WH-03,2023-04-01,Electronics,867,193,False
WH-03,2023-04-01,Apparel,1266,330,False
WH-03,2023-04-01,Home Goods,781,186,False
WH-03,2023-04-01,Industrial Parts,3334,801,False
WH-03,2023-04-01,Perishables,1697,409,False
WH-04,2023-04-01,Electronics,904,197,False
WH-04,2023-04-01,Apparel,4079,911,False
WH-04,2023-04-01,Home Goods,2747,615,False
WH-04,2023-04-01,Industrial Parts,2866,643,False
WH-04,2023-04-01,Perishables,1620,416,False
WH-05,2023-04-01,Electronics,2313,519,False
WH-05,2023-04-01,Apparel,4428,1092,False
WH-05,2023-04-01,Home Goods,4704,1116,False
WH-05,2023-04-01,Industrial Parts,1181,260,False
WH-05,2023-04-01,Perishables,3617,868,False
WH-06,2023-04-01,Electronics,4973,1160,False
WH-06,2023-04-01,Apparel,3542,895,False
WH-06,2023-04-01,Home Goods,4182,992,False
WH-06,2023-04-01,Industrial Parts,4777,1151,False
WH-06,2023-04-01,Perishables,4066,944,False
WH-07,2023-04-01,Electronics,1704,409,False
WH-07,2023-04-01,Apparel,859,183,False
WH-07,2023-04-01,Home Goods,3342,838,False
WH-07,2023-04-01,Industrial Parts,4614,1183,False
WH-07,2023-04-01,Perishables,2951,725,False
WH-08,2023-04-01,Electronics,3229,779,False
WH-08,2023-04-01,Apparel,2066,506,False
WH-08,2023-04-01,Home Goods,2667,660,False
WH-08,2023-04-01,Industrial Parts,2152,497,False
WH-08,2023-04-01,Perishables,4567,1089,False
WH-09,2023-04-01,Electronics,3583,905,False
WH-09,2023-04-01,Apparel,3416,772,False
WH-09,2023-04-01,Home Goods,4886,1155,False
WH-09,2023-04-01,Industrial Parts,2226,496,False
WH-09,2023-04-01,Perishables,4018,936,False
WH-10,2023-04-01,Electronics,2308,506,False
WH-10,2023-04-01,Apparel,1002,222,False
WH-10,2023-04-01,Home Goods,2562,576,False
WH-10,2023-04-01,Industrial Parts,547,177,False
WH-10,2023-04-01,Perishables,464,127,False
WH-11,2023-04-01,Electronics,1250,326,False
WH-11,2023-04-01,Apparel,4766,1097,False
WH-11,2023-04-01,Home Goods,5393,1249,False
WH-11,2023-04-01,Industrial Parts,2271,554,False
WH-11,2023-04-01,Perishables,627,173,False
WH-12,2023-04-01,Electronics,4117,983,False
WH-12,2023-04-01,Apparel,4105,950,False
WH-12,2023-04-01,Home Goods,4736,1096,False
WH-12,2023-04-01,Industrial Parts,2997,750,False
WH-12,2023-04-01,Perishables,4183,1002,False
WH-01,2023-05-01,Electronics,1432,423,False
WH-01,2023-05-01,Apparel,842,207,False
WH-01,2023-05-01,Home Goods,2913,709,False
WH-01,2023-05-01,Industrial Parts,1286,356,False
WH-01,2023-05-01,Perishables,1847,495,False
WH-02,2023-05-01,Electronics,2972,782,False
WH-02,2023-05-01,Apparel,4503,1115,False
WH-02,2023-05-01,Home Goods,2357,587,False
WH-02,2023-05-01,Industrial Parts,759,203,False
WH-02,2023-05-01,Perishables,3534,922,False
WH-03,2023-05-01,Electronics,921,227,False
WH-03,2023-05-01,Apparel,4957,1223,False
WH-03,2023-05-01,Home Goods,2655,644,False
WH-03,2023-05-01,Industrial Parts,2284,610,False
WH-03,2023-05-01,Perishables,4365,1038,False
WH-04,2023-05-01,Electronics,3860,993,False
WH-04,2023-05-01,Apparel,2913,704,False
WH-04,2023-05-01,Home Goods,3373,818,False
WH-04,2023-05-01,Industrial Parts,2970,774,False
WH-04,2023-05-01,Perishables,2851,723,False
WH-05,2023-05-01,Electronics,1624,401,False
WH-05,2023-05-01,Apparel,4043,1073,False
WH-05,2023-05-01,Home Goods,3309,858,False
WH-05,2023-05-01,Industrial Parts,2348,649,False
WH-05,2023-05-01,Perishables,3049,780,False
WH-06,2023-05-01,Electronics,1054,259,False
WH-06,2023-05-01,Apparel,1342,302,False
WH-06,2023-05-01,Home Goods,5094,1244,False
WH-06,2023-05-01,Industrial Parts,1835,441,False
WH-06,2023-05-01,Perishables,3020,721,False
WH-07,2023-05-01,Electronics,3009,751,False
WH-07,2023-05-01,Apparel,4646,1176,False
WH-07,2023-05-01,Home Goods,4453,1098,False
WH-07,2023-05-01,Industrial Parts,1517,402,False
WH-07,2023-05-01,Perishables,3406,896,False
WH-08,2023-05-01,Electronics,1003,219,False
WH-08,2023-05-01,Apparel,1538,382,False
WH-08,2023-05-01,Home Goods,3043,745,False
WH-08,2023-05-01,Industrial Parts,875,182,False
WH-08,2023-05-01,Perishables,2514,666,False
WH-09,2023-05-01,Electronics,1287,282,False
WH-09,2023-05-01,Apparel,3542,881,False
WH-09,2023-05-01,Home Goods,2278,547,False
WH-09,2023-05-01,Industrial Parts,2780,715,False
WH-09,2023-05-01,Perishables,936,246,False
WH-10,2023-05-01,Electronics,1989,505,False
WH-10,2023-05-01,Apparel,1753,472,False
WH-10,2023-05-01,Home Goods,2334,567,False
WH-10,2023-05-01,Industrial Parts,1903,429,False
WH-10,2023-05-01,Perishables,4569,1174,False
WH-11,2023-05-01,Electronics,4174,1044,False
WH-11,2023-05-01,Apparel,434,153,False
WH-11,2023-05-01,Home Goods,2882,707,False
WH-11,2023-05-01,Industrial Parts,3512,935,False
WH-11,2023-05-01,Perishables,4145,1028,False
WH-12,2023-05-01,Electronics,2901,695,False
WH-12,2023-05-01,Apparel,1672,439,False
WH-12,2023-05-01,Home Goods,1964,462,False
WH-12,2023-05-01,Industrial Parts,4436,1037,False
WH-12,2023-05-01,Perishables,2573,647,False
WH-01,2023-06-01,Electronics,4525,1092,False
WH-01,2023-06-01,Apparel,4536,1126,False
WH-01,2023-06-01,Home Goods,2797,636,False
WH-01,2023-06-01,Industrial Parts,786,252,False
WH-01,2023-06-01,Perishables,1159,263,False
WH-02,2023-06-01,Electronics,4517,1151,False
WH-02,2023-06-01,Apparel,603,155,False
WH-02,2023-06-01,Home Goods,2969,724,False
WH-02,2023-06-01,Industrial Parts,3700,835,False
WH-02,2023-06-01,Perishables,3098,788,False
WH-03,2023-06-01,Electronics,2747,636,False
WH-03,2023-06-01,Apparel,920,240,False
WH-03,2023-06-01,Home Goods,3318,830,False
WH-03,2023-06-01,Industrial Parts,4394,1111,False
WH-03,2023-06-01,Perishables,4831,1190,False
WH-04,2023-06-01,Electronics,301,176,False
WH-04,2023-06-01,Apparel,1216,282,False
WH-04,2023-06-01,Home Goods,3631,875,False
WH-04,2023-06-01,Industrial Parts,1698,406,False
WH-04,2023-06-01,Perishables,632,239,False
WH-05,2023-06-01,Electronics,3398,798,False
WH-05,2023-06-01,Apparel,1202,313,False
WH-05,2023-06-01,Home Goods,3675,922,False
WH-05,2023-06-01,Industrial Parts,640,190,False
WH-05,2023-06-01,Perishables,4124,1117,False
WH-06,2023-06-01,Electronics,3631,894,False
WH-06,2023-06-01,Apparel,389,132,False
WH-06,2023-06-01,Home Goods,2686,709,False
WH-06,2023-06-01,Industrial Parts,826,189,False
WH-06,2023-06-01,Perishables,2046,532,False
WH-07,2023-06-01,Electronics,3338,794,False
WH-07,2023-06-01,Apparel,1331,327,False
WH-07,2023-06-01,Home Goods,4699,1232,False
WH-07,2023-06-01,Industrial Parts,4724,1170,False
WH-07,2023-06-01,Perishables,1714,465,False
WH-08,2023-06-01,Electronics,2020,578,False
WH-08,2023-06-01,Apparel,4865,1244,False
WH-08,2023-06-01,Home Goods,3001,791,False
WH-08,2023-06-01,Industrial Parts,2835,683,False
WH-08,2023-06-01,Perishables,2516,599,False
WH-09,2023-06-01,Electronics,3329,818,False
WH-09,2023-06-01,Apparel,3950,1006,False
WH-09,2023-06-01,Home Goods,4403,1098,False
WH-09,2023-06-01,Industrial Parts,3877,971,False
WH-09,2023-06-01,Perishables,1499,385,False
WH-10,2023-06-01,Electronics,2319,538,False
WH-10,2023-06-01,Apparel,1481,400,False
WH-10,2023-06-01,Home Goods,3522,907,False
WH-10,2023-06-01,Industrial Parts,1725,443,False
WH-10,2023-06-01,Perishables,1328,279,False
WH-11,2023-06-01,Electronics,3009,690,False
WH-11,2023-06-01,Apparel,2205,564,False
WH-11,2023-06-01,Home Goods,3015,738,False
WH-11,2023-06-01,Industrial Parts,4633,1141,False
WH-11,2023-06-01,Perishables,4498,1151,False
WH-12,2023-06-01,Electronics,1769,424,False
WH-12,2023-06-01,Apparel,3354,856,False
WH-12,2023-06-01,Home Goods,1870,436,False
WH-12,2023-06-01,Industrial Parts,2537,594,False
WH-12,2023-06-01,Perishables,1828,418,False
WH-01,2023-07-01,Electronics,1716,433,False
WH-01,2023-07-01,Apparel,3247,803,False
WH-01,2023-07-01,Home Goods,1406,375,False
WH-01,2023-07-01,Industrial Parts,3938,917,False
WH-01,2023-07-01,Perishables,1381,276,False
WH-02,2023-07-01,Electronics,4656,1171,False
WH-02,2023-07-01,Apparel,1337,274,False
WH-02,2023-07-01,Home Goods,2029,506,False
WH-02,2023-07-01,Industrial Parts,5289,1232,False
WH-02,2023-07-01,Perishables,2857,679,False
WH-03,2023-07-01,Electronics,857,154,False
WH-03,2023-07-01,Apparel,3785,904,False
WH-03,2023-07-01,Home Goods,1201,346,False
WH-03,2023-07-01,Industrial Parts,4914,1142,False
WH-03,2023-07-01,Perishables,2808,605,False
WH-04,2023-07-01,Electronics,2762,648,False
WH-04,2023-07-01,Apparel,1170,313,False
WH-04,2023-07-01,Home Goods,3456,850,False
WH-04,2023-07-01,Industrial Parts,992,277,False
WH-04,2023-07-01,Perishables,4762,1111,False
WH-05,2023-07-01,Electronics,3449,759,False
WH-05,2023-07-01,Apparel,1149,226,False
WH-05,2023-07-01,Home Goods,2913,704,False
WH-05,2023-07-01,Industrial Parts,4335,1069,False
WH-05,2023-07-01,Perishables,2791,635,False
WH-06,2023-07-01,Electronics,1299,344,False
WH-06,2023-07-01,Apparel,2153,479,False
WH-06,2023-07-01,Home Goods,795,181,False
WH-06,2023-07-01,Industrial Parts,2050,461,False
WH-06,2023-07-01,Perishables,5041,1167,False
WH-07,2023-07-01,Electronics,3991,979,False
WH-07,2023-07-01,Apparel,734,212,False
WH-07,2023-07-01,Home Goods,1300,268,False
WH-07,2023-07-01,Industrial Parts,4581,1038,False
WH-07,2023-07-01,Perishables,3160,651,False
WH-08,2023-07-01,Electronics,2089,544,False
WH-08,2023-07-01,Apparel,4208,975,False
WH-08,2023-07-01,Home Goods,5069,1176,False
WH-08,2023-07-01,Industrial Parts,2852,684,False
WH-08,2023-07-01,Perishables,2987,684,False
WH-09,2023-07-01,Electronics,5255,1246,False
WH-09,2023-07-01,Apparel,2919,673,False
WH-09,2023-07-01,Home Goods,4581,1077,False
WH-09,2023-07-01,Industrial Parts,3292,790,False
WH-09,2023-07-01,Perishables,5077,1240,False
WH-10,2023-07-01,Electronics,2827,679,False
WH-10,2023-07-01,Apparel,957,204,False
WH-10,2023-07-01,Home Goods,707,204,False
WH-10,2023-07-01,Industrial Parts,4429,1054,False
WH-10,2023-07-01,Perishables,2660,607,False
WH-11,2023-07-01,Electronics,642,146,False
WH-11,2023-07-01,Apparel,4810,1103,False
WH-11,2023-07-01,Home Goods,4776,1126,False
WH-11,2023-07-01,Industrial Parts,4874,1149,False
WH-11,2023-07-01,Perishables,2225,538,False
WH-12,2023-07-01,Electronics,3077,741,False
WH-12,2023-07-01,Apparel,3863,930,False
WH-12,2023-07-01,Home Goods,1944,514,False
WH-12,2023-07-01,Industrial Parts,1601,395,False
WH-12,2023-07-01,Perishables,2420,541,False
WH-01,2023-08-01,Electronics,4295,1032,False
WH-01,2023-08-01,Apparel,2626,527,False
WH-01,2023-08-01,Home Goods,2905,636,False
WH-01,2023-08-01,Industrial Parts,5271,1176,False
WH-01,2023-08-01,Perishables,4085,899,False
WH-02,2023-08-01,Electronics,4273,1016,False
WH-02,2023-08-01,Apparel,3543,764,False
WH-02,2023-08-01,Home Goods,989,165,False
WH-02,2023-08-01,Industrial Parts,1148,268,False
WH-02,2023-08-01,Perishables,3092,692,False
WH-03,2023-08-01,Electronics,2430,549,False
WH-03,2023-08-01,Apparel,764,193,False
WH-03,2023-08-01,Home Goods,4894,1041,False
WH-03,2023-08-01,Industrial Parts,868,230,False
WH-03,2023-08-01,Perishables,4408,948,False
WH-04,2023-08-01,Electronics,964,142,False
WH-04,2023-08-01,Apparel,4743,1030,False
WH-04,2023-08-01,Home Goods,3946,903,False
WH-04,2023-08-01,Industrial Parts,846,181,False
WH-04,2023-08-01,Perishables,1039,221,False
WH-05,2023-08-01,Electronics,1197,274,False
WH-05,2023-08-01,Apparel,1332,260,False
WH-05,2023-08-01,Home Goods,5187,1177,False
WH-05,2023-08-01,Industrial Parts,5708,1217,False
WH-05,2023-08-01,Perishables,2960,652,False
WH-06,2023-08-01,Electronics,2485,584,False
WH-06,2023-08-01,Apparel,4152,906,False
WH-06,2023-08-01,Home Goods,4138,900,False
WH-06,2023-08-01,Industrial Parts,3845,880,False
WH-06,2023-08-01,Perishables,488,153,False
WH-07,2023-08-01,Electronics,3603,835,False
WH-07,2023-08-01,Apparel,2433,521,False
WH-07,2023-08-01,Home Goods,3724,901,False
WH-07,2023-08-01,Industrial Parts,1104,231,False
WH-07,2023-08-01,Perishables,5295,1208,False
WH-08,2023-08-01,Electronics,5496,1225,False
WH-08,2023-08-01,Apparel,1504,407,False
WH-08,2023-08-01,Home Goods,384,139,False
WH-08,2023-08-01,Industrial Parts,4875,1117,False
WH-08,2023-08-01,Perishables,1696,309,False
WH-09,2023-08-01,Electronics,3180,707,False
WH-09,2023-08-01,Apparel,1886,445,False
WH-09,2023-08-01,Home Goods,4350,966,False
WH-09,2023-08-01,Industrial Parts,4921,1158,False
WH-09,2023-08-01,Perishables,3585,840,False
WH-10,2023-08-01,Electronics,4703,979,False
WH-10,2023-08-01,Apparel,1807,426,False
WH-10,2023-08-01,Home Goods,3688,805,False
WH-10,2023-08-01,Industrial Parts,1718,370,False
WH-10,2023-08-01,Perishables,4661,1059,False
WH-11,2023-08-01,Electronics,3171,735,False
WH-11,2023-08-01,Apparel,3940,887,False
WH-11,2023-08-01,Home Goods,1982,473,False
WH-11,2023-08-01,Industrial Parts,5198,1162,False
WH-11,2023-08-01,Perishables,1178,254,False
WH-12,2023-08-01,Electronics,4409,1030,False
WH-12,2023-08-01,Apparel,5326,1232,False
WH-12,2023-08-01,Home Goods,4495,1016,False
WH-12,2023-08-01,Industrial Parts,4308,961,False
WH-12,2023-08-01,Perishables,1453,363,False
WH-01,2023-09-01,Electronics,2080,535,False
WH-01,2023-09-01,Apparel,510,178,False
WH-01,2023-09-01,Home Goods,3368,839,False
WH-01,2023-09-01,Industrial Parts,668,173,False
WH-01,2023-09-01,Perishables,2095,511,False
WH-02,2023-09-01,Electronics,960,217,False
WH-02,2023-09-01,Apparel,4225,1085,False
WH-02,2023-09-01,Home Goods,597,196,False
WH-02,2023-09-01,Industrial Parts,817,220,False
WH-02,2023-09-01,Perishables,3250,808,False
WH-03,2023-09-01,Electronics,2687,668,False
WH-03,2023-09-01,Apparel,3393,802,False
WH-03,2023-09-01,Home Goods,4043,981,False
WH-03,2023-09-01,Industrial Parts,4251,1029,False
WH-03,2023-09-01,Perishables,2584,596,False
WH-04,2023-09-01,Electronics,3013,745,False
WH-04,2023-09-01,Apparel,2398,565,False
WH-04,2023-09-01,Home Goods,3259,810,False
WH-04,2023-09-01,Industrial Parts,1105,290,False
WH-04,2023-09-01,Perishables,634,157,False
WH-05,2023-09-01,Electronics,901,262,False
WH-05,2023-09-01,Apparel,3002,749,False
WH-05,2023-09-01,Home Goods,3540,872,False
WH-05,2023-09-01,Industrial Parts,1761,445,False
WH-05,2023-09-01,Perishables,3257,867,False
WH-06,2023-09-01,Electronics,580,137,False
WH-06,2023-09-01,Apparel,4356,1141,False
WH-06,2023-09-01,Home Goods,4213,955,False
WH-06,2023-09-01,Industrial Parts,2596,637,False
WH-06,2023-09-01,Perishables,3108,786,False
WH-07,2023-09-01,Electronics,3296,808,False
WH-07,2023-09-01,Apparel,4434,1069,False
WH-07,2023-09-01,Home Goods,2885,821,False
WH-07,2023-09-01,Industrial Parts,1560,369,False
WH-07,2023-09-01,Perishables,2617,624,False
WH-08,2023-09-01,Electronics,2849,694,False
WH-08,2023-09-01,Apparel,2283,546,False
WH-08,2023-09-01,Home Goods,3253,771,False
WH-08,2023-09-01,Industrial Parts,1764,461,False
WH-08,2023-09-01,Perishables,1439,433,False
WH-09,2023-09-01,Electronics,4292,1053,False
WH-09,2023-09-01,Apparel,1058,191,False
WH-09,2023-09-01,Home Goods,3315,807,False
WH-09,2023-09-01,Industrial Parts,4996,1205,False
WH-09,2023-09-01,Perishables,3839,955,False
WH-10,2023-09-01,Electronics,3475,904,False
WH-10,2023-09-01,Apparel,4340,1069,False
WH-10,2023-09-01,Home Goods,4609,1152,False
WH-10,2023-09-01,Industrial Parts,1088,269,False
WH-10,2023-09-01,Perishables,2508,599,False
WH-11,2023-09-01,Electronics,2542,668,False
WH-11,2023-09-01,Apparel,1421,342,False
WH-11,2023-09-01,Home Goods,861,242,False
WH-11,2023-09-01,Industrial Parts,4388,1106,False
WH-11,2023-09-01,Perishables,3680,909,False
WH-12,2023-09-01,Electronics,4034,979,False
WH-12,2023-09-01,Apparel,1889,450,False
WH-12,2023-09-01,Home Goods,4543,1125,False
WH-12,2023-09-01,Industrial Parts,5003,1249,False
WH-12,2023-09-01,Perishables,861,267,False
WH-01,2023-10-01,Electronics,3848,1099,False
WH-01,2023-10-01,Apparel,1228,315,False
WH-01,2023-10-01,Home Goods,1113,358,False
WH-01,2023-10-01,Industrial Parts,2725,711,False
WH-01,2023-10-01,Perishables,4164,1172,False
WH-02,2023-10-01,Electronics,1933,588,False
WH-02,2023-10-01,Apparel,2342,638,False
WH-02,2023-10-01,Home Goods,750,162,False
WH-02,2023-10-01,Industrial Parts,2794,759,False
WH-02,2023-10-01,Perishables,2937,873,False
WH-03,2023-10-01,Electronics,3371,953,False
WH-03,2023-10-01,Apparel,3377,909,False
WH-03,2023-10-01,Home Goods,1086,359,False
WH-03,2023-10-01,Industrial Parts,2068,577,False
WH-03,2023-10-01,Perishables,2690,768,False
WH-04,2023-10-01,Electronics,2375,640,False
WH-04,2023-10-01,Apparel,2973,856,False
WH-04,2023-10-01,Home Goods,2541,696,False
WH-04,2023-10-01,Industrial Parts,1104,306,False
