warehouse_id,month,category,stock_units,reorder_point,stockout_flag
WH-11,2023-07-01,Apparel,4181,1169,False
WH-11,2023-07-01,Home Goods,2641,808,False
WH-11,2023-07-01,Industrial Parts,2511,802,False
WH-11,2023-07-01,Perishables,3100,1207,False
WH-12,2023-07-01,Electronics,1756,596,False
WH-12,2023-07-01,Apparel,3015,1004,False
WH-12,2023-07-01,Home Goods,2755,749,False
WH-12,2023-07-01,Industrial Parts,1151,745,False
WH-12,2023-07-01,Perishables,3646,1023,False
WH-01,2023-08-01,Electronics,160,1184,True
WH-01,2023-08-01,Apparel,286,157,False
WH-01,2023-08-01,Home Goods,1245,749,False
WH-01,2023-08-01,Industrial Parts,1371,445,False
WH-01,2023-08-01,Perishables,528,137,False
WH-02,2023-08-01,Electronics,1726,453,False
WH-02,2023-08-01,Apparel,71,637,True
WH-02,2023-08-01,Home Goods,1040,444,False
WH-02,2023-08-01,Industrial Parts,111,808,True
WH-02,2023-08-01,Perishables,2507,633,False
WH-03,2023-08-01,Electronics,3402,1069,False
WH-03,2023-08-01,Apparel,253,965,True
WH-03,2023-08-01,Home Goods,1176,369,False
WH-03,2023-08-01,Industrial Parts,784,694,False
WH-03,2023-08-01,Perishables,2117,771,False
WH-04,2023-08-01,Electronics,2455,752,False
WH-04,2023-08-01,Apparel,1475,433,False
WH-04,2023-08-01,Home Goods,2229,1081,False
WH-04,2023-08-01,Industrial Parts,2721,839,False
WH-04,2023-08-01,Perishables,274,191,False
WH-05,2023-08-01,Electronics,4520,1199,False
WH-05,2023-08-01,Apparel,644,542,False
WH-05,2023-08-01,Home Goods,2735,1227,False
WH-05,2023-08-01,Industrial Parts,1148,904,False
WH-05,2023-08-01,Perishables,710,429,False
WH-06,2023-08-01,Electronics,1155,296,False
WH-06,2023-08-01,Apparel,3524,1152,False
WH-06,2023-08-01,Home Goods,1806,745,False
WH-06,2023-08-01,Industrial Parts,2178,599,False
WH-06,2023-08-01,Perishables,1002,594,False
WH-07,2023-08-01,Electronics,410,242,False
WH-07,2023-08-01,Apparel,478,138,False
WH-07,2023-08-01,Home Goods,1811,909,False
WH-07,2023-08-01,Industrial Parts,725,450,False
WH-07,2023-08-01,Perishables,1395,1157,False
WH-08,2023-08-01,Electronics,878,295,False
WH-08,2023-08-01,Apparel,3407,882,False
WH-08,2023-08-01,Home Goods,591,358,False
WH-08,2023-08-01,Industrial Parts,773,711,False
WH-08,2023-08-01,Perishables,2852,797,False
WH-09,2023-08-01,Electronics,1603,544,False
WH-09,2023-08-01,Apparel,222,162,False
WH-09,2023-08-01,Home Goods,431,138,False
WH-09,2023-08-01,Industrial Parts,2110,791,False
WH-09,2023-08-01,Perishables,1820,953,False
WH-10,2023-08-01,Electronics,1821,909,False
WH-10,2023-08-01,Apparel,49,577,True
WH-10,2023-08-01,Home Goods,1808,1086,False
WH-10,2023-08-01,Industrial Parts,1093,623,False
WH-10,2023-08-01,Perishables,1302,640,False
WH-11,2023-08-01,Electronics,1038,696,False
WH-11,2023-08-01,Apparel,1446,1099,False
WH-11,2023-08-01,Home Goods,1652,977,False
WH-11,2023-08-01,Industrial Parts,2438,768,False
WH-11,2023-08-01,Perishables,1104,417,False
WH-12,2023-08-01,Electronics,113,953,True
WH-12,2023-08-01,Apparel,2457,761,False
WH-12,2023-08-01,Home Goods,281,152,False
WH-12,2023-08-01,Industrial Parts,1338,1130,False
WH-12,2023-08-01,Perishables,28,194,True
WH-01,2023-09-01,Electronics,1602,1099,False
WH-01,2023-09-01,Apparel,1162,333,False
WH-01,2023-09-01,Home Goods,477,334,False
WH-01,2023-09-01,Industrial Parts,237,997,True
WH-01,2023-09-01,Perishables,2738,805,False
WH-02,2023-09-01,Electronics,2494,787,False
WH-02,2023-09-01,Apparel,63,574,True
WH-02,2023-09-01,Home Goods,157,133,False
WH-02,2023-09-01,Industrial Parts,1673,840,False
WH-02,2023-09-01,Perishables,1052,852,False
WH-03,2023-09-01,Electronics,1040,319,False
WH-03,2023-09-01,Apparel,4015,1058,False
WH-03,2023-09-01,Home Goods,1347,399,False
WH-03,2023-09-01,Industrial Parts,2467,970,False
WH-03,2023-09-01,Perishables,628,592,False
WH-04,2023-09-01,Electronics,3465,1088,False
WH-04,2023-09-01,Apparel,1347,1021,False
WH-04,2023-09-01,Home Goods,1312,744,False
WH-04,2023-09-01,Industrial Parts,1024,545,False
WH-04,2023-09-01,Perishables,174,134,False
WH-05,2023-09-01,Electronics,1642,618,False
WH-05,2023-09-01,Apparel,1837,981,False
WH-05,2023-09-01,Home Goods,4108,1096,False
WH-05,2023-09-01,Industrial Parts,2927,1035,False
WH-05,2023-09-01,Perishables,739,479,False
WH-06,2023-09-01,Electronics,2208,910,False
WH-06,2023-09-01,Apparel,775,770,False
WH-06,2023-09-01,Home Goods,1407,548,False
WH-06,2023-09-01,Industrial Parts,1712,838,False
WH-06,2023-09-01,Perishables,1011,495,False
WH-07,2023-09-01,Electronics,693,196,False
WH-07,2023-09-01,Apparel,1706,804,False
WH-07,2023-09-01,Home Goods,3615,918,False
WH-07,2023-09-01,Industrial Parts,1255,646,False
WH-07,2023-09-01,Perishables,553,232,False
WH-08,2023-09-01,Electronics,2502,644,False
WH-08,2023-09-01,Apparel,1665,894,False
WH-08,2023-09-01,Home Goods,1824,531,False
WH-08,2023-09-01,Industrial Parts,1855,1210,False
WH-08,2023-09-01,Perishables,1471,806,False
WH-09,2023-09-01,Electronics,1306,352,False
WH-09,2023-09-01,Apparel,2742,871,False
WH-09,2023-09-01,Home Goods,4327,1107,False
WH-09,2023-09-01,Industrial Parts,619,470,False
WH-09,2023-09-01,Perishables,2766,784,False
WH-10,2023-09-01,Electronics,1278,420,False
WH-10,2023-09-01,Apparel,827,421,False
WH-10,2023-09-01,Home Goods,4081,1038,False
WH-10,2023-09-01,Industrial Parts,507,163,False
WH-10,2023-09-01,Perishables,1698,463,False
WH-11,2023-09-01,Electronics,1615,597,False
WH-11,2023-09-01,Apparel,499,322,False
WH-11,2023-09-01,Home Goods,1946,530,False
WH-11,2023-09-01,Industrial Parts,13,466,True
WH-11,2023-09-01,Perishables,18,640,True
WH-12,2023-09-01,Electronics,3381,1146,False
WH-12,2023-09-01,Apparel,548,267,False
WH-12,2023-09-01,Home Goods,2116,762,False
WH-12,2023-09-01,Industrial Parts,217,191,False
WH-12,2023-09-01,Perishables,1521,1081,False
WH-01,2023-10-01,Electronics,2168,1020,False
WH-01,2023-10-01,Apparel,2941,757,False
WH-01,2023-10-01,Home Goods,2271,935,False
WH-01,2023-10-01,Industrial Parts,1282,1119,False
WH-01,2023-10-01,Perishables,2400,652,False
WH-02,2023-10-01,Electronics,1078,993,False
WH-02,2023-10-01,Apparel,1016,519,False
WH-02,2023-10-01,Home Goods,2783,773,False
WH-02,2023-10-01,Industrial Parts,722,576,False
WH-02,2023-10-01,Perishables,1311,382,False
WH-03,2023-10-01,Electronics,3250,959,False
WH-03,2023-10-01,Apparel,1324,952,False
WH-03,2023-10-01,Home Goods,1446,797,False
WH-03,2023-10-01,Industrial Parts,3506,1180,False
WH-03,2023-10-01,Perishables,1073,709,False
WH-04,2023-10-01,Electronics,57,229,True
WH-04,2023-10-01,Apparel,627,443,False
WH-04,2023-10-01,Home Goods,1330,507,False
WH-04,2023-10-01,Industrial Parts,290,218,False
WH-04,2023-10-01,Perishables,3045,1224,False
WH-05,2023-10-01,Electronics,3891,1137,False
WH-05,2023-10-01,Apparel,761,498,False
WH-05,2023-10-01,Home Goods,1442,434,False
WH-05,2023-10-01,Industrial Parts,2407,627,False
WH-05,2023-10-01,Perishables,2139,1022,False
